fundType,companyName,fundName,registeredAt,expiredAt,settlementMonth,manager,support,purpose,industry,baseRate,totalAmount
투자조합,트루윈창업투자,트루윈창업투자 모태자조합 제2호,,,12,,모태펀드,,,,12000000000
투자조합,케이투인베스트먼트파트너스,케이투인베스트먼트파트너스 모태자조합 제1호,,,12,,모태펀드,,,,46500000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제4호,,,12,,모태펀드,,,,5000000000
투자조합,지온인베스트먼트,지온인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,20000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제5호,,,12,,모태펀드,,,,5000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제6호,,,12,,모태펀드,,,,15250000000
투자조합,대교인베스트먼트,대교인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,티에스인베스트먼트,티에스인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,30000000000
투자조합,캐피탈원,캐피탈원 모태자조합 제2호,,,12,,모태펀드,,,,10000000000
투자조합,한국엔젤투자협회,한국엔젤투자협회 모태자조합 제1호,,,12,,모태펀드,,,,5000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제7호,,,12,,모태펀드,,,,3000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제8호,,,12,,모태펀드,,,,33000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제9호,,,12,,모태펀드,,,,21000000000
투자조합,플래티넘기술투자,플래티넘기술투자 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,대덕인베스트먼트,대덕인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,11100000000
투자조합,씨제이인베스트먼트,씨제이인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,22500000000
투자조합,대성창업투자,대성창업투자 모태자조합 제9호,,,12,,모태펀드,,,,125000000000
투자조합,씨케이디창업투자,씨케이디창업투자 모태자조합 제3호,,,12,,모태펀드,,,,7500000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,60000000000
투자조합,우리벤처파트너스,우리벤처파트너스 모태자조합 제2호,,,12,,모태펀드,,,,8000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제10호,,,12,,모태펀드,,,,5000000000
투자조합,우리벤처파트너스,우리벤처파트너스 모태자조합 제3호,,,12,,모태펀드,,,,115000000000
투자조합,대성창업투자,대성창업투자 모태자조합 제10호,,,12,,모태펀드,,,,20000000000
투자조합,디에스씨인베스트먼트,디에스씨인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,20000000000
투자조합,서울투자파트너스,서울투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,10000000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,15500000000
투자조합,에스제이투자파트너스,에스제이투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,엘앤에스벤처캐피탈,엘앤에스벤처캐피탈 모태자조합 제2호,,,12,,모태펀드,,,,15000000000
투자조합,에스엘인베스트먼트,에스엘인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,15000000000
투자조합,비에스케이인베스트먼트,비에스케이인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,20000000000
투자조합,제이비인베스트먼트,제이비인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,15000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제11호,,,12,,모태펀드,,,,5000000000
투자조합,송현인베스트먼트,송현인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,30000000000
투자조합,센트럴투자파트너스,센트럴투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,21000000000
투자조합,아이엠엠인베스트먼트,아이엠엠인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,53000000000
투자조합,윈브릿지캐피탈,윈브릿지캐피탈 모태자조합 제3호,,,12,,모태펀드,,,,15000000000
투자조합,카카오벤처스,카카오벤처스 모태자조합 제1호,,,12,,모태펀드,,,,30000000000
투자조합,우리벤처파트너스,우리벤처파트너스 모태자조합 제4호,,,12,,모태펀드,,,,20000000000
투자조합,지앤텍벤처투자,지앤텍벤처투자 모태자조합 제2호,,,12,,모태펀드,,,,30000000000
투자조합,미래에셋벤처투자,미래에셋벤처투자 모태자조합 제3호,,,12,,모태펀드,,,,18000000000
투자조합,티에스인베스트먼트,티에스인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,16000000000
투자조합,한국투자파트너스,한국투자파트너스 모태자조합 제8호,,,12,,모태펀드,,,,80000000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,30000000000
투자조합,인터베스트,인터베스트 모태자조합 제5호,,,12,,모태펀드,,,,100000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제12호,,,12,,모태펀드,,,,759955000000
투자조합,포스코기술투자,포스코기술투자 모태자조합 제2호,,,12,,모태펀드,,,,6000000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,20000000000
투자조합,알바트로스인베스트먼트,알바트로스인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,17000000000
투자조합,아주아이비투자,아주아이비투자 모태자조합 제5호,,,12,,모태펀드,,,,60000000000
투자조합,신한벤처투자,신한벤처투자 모태자조합 제6호,,,12,,모태펀드,,,,50000000000
투자조합,레오파트너스인베스트먼트,레오파트너스인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,15500000000
투자조합,프리미어파트너스,프리미어파트너스 모태자조합 제4호,,,12,,모태펀드,,,,165500000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,18100000000
투자조합,플래티넘기술투자,플래티넘기술투자 모태자조합 제4호,,,12,,모태펀드,,,,25000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제13호,,,12,,모태펀드,,,,10000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제14호,,,12,,모태펀드,,,,38000000000
투자조합,메디치인베스트먼트,메디치인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,20000000000
투자조합,엘비인베스트먼트,엘비인베스트먼트 모태자조합 제10호,,,12,,모태펀드,,,,115900000000
투자조합,케이비인베스트먼트,케이비인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,40000000000
투자조합,에이치비인베스트먼트,에이치비인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,44000000000
투자조합,에스브이인베스트먼트,에스브이인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,77500000000
투자조합,한국투자파트너스,한국투자파트너스 모태자조합 제9호,,,12,,모태펀드,,,,163500000000
투자조합,비엔에이치인베스트먼트,비엔에이치인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,21400000000
투자조합,에이티넘인베스트먼트,에이티넘인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,203000000000
투자조합,신한벤처투자,신한벤처투자 모태자조합 제7호,,,12,,모태펀드,,,,72000000000
투자조합,한빛인베스트먼트,한빛인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,엘앤에스벤처캐피탈,엘앤에스벤처캐피탈 모태자조합 제3호,,,12,,모태펀드,,,,30000000000
투자조합,아이엠엠인베스트먼트,아이엠엠인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,33500000000
투자조합,캡스톤파트너스,캡스톤파트너스 모태자조합 제4호,,,12,,모태펀드,,,,60000000000
투자조합,씨케이디창업투자,씨케이디창업투자 모태자조합 제4호,,,12,,모태펀드,,,,14500000000
투자조합,송현인베스트먼트,송현인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,24000000000
투자조합,마젤란기술투자,마젤란기술투자 모태자조합 제2호,,,12,,모태펀드,,,,15000000000
투자조합,로이투자파트너스,로이투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,케이투인베스트먼트파트너스,케이투인베스트먼트파트너스 모태자조합 제2호,,,12,,모태펀드,,,,83000000000
투자조합,포스코기술투자,포스코기술투자 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,엘앤에스벤처캐피탈,엘앤에스벤처캐피탈 모태자조합 제4호,,,12,,모태펀드,,,,10000000000
투자조합,에스엘인베스트먼트,에스엘인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,30000000000
투자조합,대교인베스트먼트,대교인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,25000000000
투자조합,트루윈창업투자,트루윈창업투자 모태자조합 제3호,,,12,,모태펀드,,,,10500000000
투자조합,아이비케이캐피탈,아이비케이캐피탈 모태자조합 제3호,,,12,,모태펀드,,,,30000000000
투자조합,컴퍼니케이파트너스,컴퍼니케이파트너스 모태자조합 제6호,,,12,,모태펀드,,,,15000000000
투자조합,에스비아이인베스트먼트,에스비아이인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,25300000000
투자조합,아주아이비투자,아주아이비투자 모태자조합 제6호,,,12,,모태펀드,,,,26000000000
투자조합,마이다스동아인베스트먼트,마이다스동아인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,컴퍼니케이파트너스,컴퍼니케이파트너스 모태자조합 제7호,,,12,,모태펀드,,,,20000000000
투자조합,동문파트너즈,동문파트너즈 모태자조합 제2호,,,12,,모태펀드,,,,25300000000
투자조합,투썬인베스트,투썬인베스트 모태자조합 제2호,,,12,,모태펀드,,,,40000000000
투자조합,나우아이비캐피탈,나우아이비캐피탈 모태자조합 제2호,,,12,,모태펀드,,,,50000000000
투자조합,아이엠엠인베스트먼트,아이엠엠인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,50000000000
투자조합,유티씨인베스트먼트,유티씨인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,13000000000
투자조합,에스브이인베스트먼트,에스브이인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,37400000000
투자조합,메디치인베스트먼트,메디치인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,27000000000
투자조합,대성창업투자,대성창업투자 모태자조합 제11호,,,12,,모태펀드,,,,25000000000
투자조합,아주아이비투자,아주아이비투자 모태자조합 제7호,,,12,,모태펀드,,,,30000000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,30000000000
투자조합,로그인베스트먼트,로그인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,스틱벤처스,스틱벤처스 모태자조합 제6호,,,12,,모태펀드,,,,80000000000
투자조합,에스비아이인베스트먼트,에스비아이인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,60000000000
투자조합,아이디벤처스,아이디벤처스 모태자조합 제1호,,,12,,모태펀드,,,,10000000000
투자조합,케이넷투자파트너스,케이넷투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,30000000000
투자조합,레오파트너스인베스트먼트,레오파트너스인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,25300000000
투자조합,쿨리지코너인베스트먼트,쿨리지코너인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,4000000000
투자조합,큐브벤처파트너스,큐브벤처파트너스 모태자조합 제2호,,,12,,모태펀드,,,,15000000000
투자조합,티에스인베스트먼트,티에스인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,10000000000
투자조합,한국투자파트너스,한국투자파트너스 모태자조합 제10호,,,12,,모태펀드,,,,96000000000
투자조합,레오파트너스인베스트먼트,레오파트너스인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,21800000000
투자조합,쿨리지코너인베스트먼트,쿨리지코너인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,30000000000
투자조합,티지씨케이파트너스,티지씨케이파트너스 모태자조합 제1호,,,12,,모태펀드,,,,17000000000
투자조합,캡스톤파트너스,캡스톤파트너스 모태자조합 제5호,,,12,,모태펀드,,,,16920000000
투자조합,에스유앤피,에스유앤피 모태자조합 제7호,,,12,,모태펀드,,,,60000000000
투자조합,에스비브이에이,에스비브이에이 모태자조합 제3호,,,12,,모태펀드,,,,120000000000
투자조합,아이디벤처스,아이디벤처스 모태자조합 제2호,,,12,,모태펀드,,,,56000000000
투자조합,케이비인베스트먼트,케이비인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,50000000000
투자조합,로이투자파트너스,로이투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,26300000000
투자조합,뉴레이크얼라이언스매니지먼트,뉴레이크얼라이언스매니지먼트 모태자조합 제1호,,,12,,모태펀드,,,,50005000000
투자조합,투썬인베스트,투썬인베스트 모태자조합 제3호,,,12,,모태펀드,,,,5600000000
투자조합,메이플투자파트너스,메이플투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,14990000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제15호,,,12,,모태펀드,,,,32000000000
투자조합,에스비아이인베스트먼트,에스비아이인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,50000000000
투자조합,솔리더스인베스트먼트,솔리더스인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,30000000000
투자조합,에스엘인베스트먼트,에스엘인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,10000000000
투자조합,비엔케이벤처투자,비엔케이벤처투자 모태자조합 제2호,,,12,,모태펀드,,,,30000000000
투자조합,스톤브릿지벤처스,스톤브릿지벤처스 모태자조합 제5호,,,12,,모태펀드,,,,25000000000
투자조합,에스비브이에이,에스비브이에이 모태자조합 제4호,,,12,,모태펀드,,,,27000000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,45000000000
투자조합,코오롱인베스트먼트,코오롱인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,40000000000
투자조합,티에스인베스트먼트,티에스인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,45300000000
투자조합,포스코기술투자,포스코기술투자 모태자조합 제4호,,,12,,모태펀드,,,,30000000000
투자조합,지온인베스트먼트,지온인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,30000000000
투자조합,대교인베스트먼트,대교인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,13000000000
투자조합,현대기술투자,현대기술투자 모태자조합 제2호,,,12,,모태펀드,,,,20000000000
투자조합,마그나인베스트먼트,마그나인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,16000000000
투자조합,미래에셋벤처투자,미래에셋벤처투자 모태자조합 제4호,,,12,,모태펀드,,,,40000000000
투자조합,유안타인베스트먼트,유안타인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,30000000000
투자조합,에스유앤피,에스유앤피 모태자조합 제8호,,,12,,모태펀드,,,,61000000000
투자조합,아주아이비투자,아주아이비투자 모태자조합 제8호,,,12,,모태펀드,,,,50000000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,58000000000
투자조합,비케이인베스트먼트,비케이인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,10000000000
투자조합,로이투자파트너스,로이투자파트너스 모태자조합 제3호,,,12,,모태펀드,,,,14475000000
투자조합,서울투자파트너스,서울투자파트너스 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,비에스케이인베스트먼트,비에스케이인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,10000000000
투자조합,보광인베스트먼트,보광인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,15000000000
투자조합,제이앤티인베스트먼트,제이앤티인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,15000000000
투자조합,에스제이투자파트너스,에스제이투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,22000000000
투자조합,보광인베스트먼트,보광인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,17000000000
투자조합,유티씨인베스트먼트,유티씨인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,21500000000
투자조합,디에스씨인베스트먼트,디에스씨인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,35000000000
투자조합,엘앤에스벤처캐피탈,엘앤에스벤처캐피탈 모태자조합 제5호,,,12,,모태펀드,,,,52500000000
투자조합,디에스씨인베스트먼트,디에스씨인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,25000000000
투자조합,엘비인베스트먼트,엘비인베스트먼트 모태자조합 제11호,,,12,,모태펀드,,,,10110000000
투자조합,디티앤인베스트먼트,디티앤인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,22780000000
투자조합,센트럴투자파트너스,센트럴투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,40000000000
투자조합,린드먼아시아인베스트먼트,린드먼아시아인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,75800000000
투자조합,아이디벤처스,아이디벤처스 모태자조합 제3호,,,12,,모태펀드,,,,15000000000
투자조합,이에스인베스터,이에스인베스터 모태자조합 제1호,,,12,,모태펀드,,,,16300000000
투자조합,인터베스트,인터베스트 모태자조합 제6호,,,12,,모태펀드,,,,46500000000
투자조합,유니온투자파트너스,유니온투자파트너스 모태자조합 제5호,,,12,,모태펀드,,,,24000000000
투자조합,씨제이인베스트먼트,씨제이인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,14500000000
투자조합,미시간벤처캐피탈,미시간벤처캐피탈 모태자조합 제6호,,,12,,모태펀드,,,,28000000000
투자조합,쿨리지코너인베스트먼트,쿨리지코너인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,10000000000
투자조합,에스브이인베스트먼트,에스브이인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,46000000000
투자조합,비에스케이인베스트먼트,비에스케이인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,20000000000
투자조합,현대기술투자,현대기술투자 모태자조합 제3호,,,12,,모태펀드,,,,16100000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제16호,,,12,,모태펀드,,,,52500000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제9호,,,12,,모태펀드,,,,41000000000
투자조합,한국엔젤투자협회,한국엔젤투자협회 모태자조합 제2호,,,12,,모태펀드,,,,5000000000
투자조합,케이비인베스트먼트,케이비인베스트먼트 모태자조합 제4호,,,12,,모태펀드,,,,150000000000
투자조합,코나벤처파트너스,코나벤처파트너스 모태자조합 제1호,,,12,,모태펀드,,,,20305000000
투자조합,동훈인베스트먼트,동훈인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,케이넷투자파트너스,케이넷투자파트너스 모태자조합 제3호,,,12,,모태펀드,,,,30000000000
투자조합,보광인베스트먼트,보광인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,10000000000
투자조합,신한벤처투자,신한벤처투자 모태자조합 제8호,,,12,,모태펀드,,,,60000000000
투자조합,티에스인베스트먼트,티에스인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,95000000000
투자조합,코오롱인베스트먼트,코오롱인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,31000000000
투자조합,에이치비인베스트먼트,에이치비인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,61500000000
투자조합,한국엔젤투자협회,한국엔젤투자협회 모태자조합 제3호,,,12,,모태펀드,,,,5000000000
투자조합,한국엔젤투자협회,한국엔젤투자협회 모태자조합 제4호,,,12,,모태펀드,,,,5000000000
투자조합,피앤아이인베스트먼트,피앤아이인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,15000000000
투자조합,아이엠투자파트너스,아이엠투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,14500000000
투자조합,유니온투자파트너스,유니온투자파트너스 모태자조합 제6호,,,12,,모태펀드,,,,10000000000
투자조합,카카오벤처스,카카오벤처스 모태자조합 제2호,,,12,,모태펀드,,,,37100000000
투자조합,우리벤처파트너스,우리벤처파트너스 모태자조합 제5호,,,12,,모태펀드,,,,30000000000
투자조합,코오롱인베스트먼트,코오롱인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,43000000000
투자조합,키움인베스트먼트,키움인베스트먼트 모태자조합 제10호,,,12,,모태펀드,,,,40000000000
투자조합,마그나인베스트먼트,마그나인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,13000000000
투자조합,쿨리지코너인베스트먼트,쿨리지코너인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,10000000000
투자조합,지앤텍벤처투자,지앤텍벤처투자 모태자조합 제3호,,,12,,모태펀드,,,,53000000000
투자조합,에이치비인베스트먼트,에이치비인베스트먼트 모태자조합 제9호,,,12,,모태펀드,,,,34000000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제17호,,,12,,모태펀드,,,,73959000000
투자조합,코오롱인베스트먼트,코오롱인베스트먼트 모태자조합 제7호,,,12,,모태펀드,,,,20000000000
투자조합,스마일게이트인베스트먼트,스마일게이트인베스트먼트 모태자조합 제9호,,,12,,모태펀드,,,,75000000000
투자조합,엘비인베스트먼트,엘비인베스트먼트 모태자조합 제12호,,,12,,모태펀드,,,,81500000000
투자조합,프리미어파트너스,프리미어파트너스 모태자조합 제5호,,,12,,모태펀드,,,,40000000000
투자조합,이노폴리스파트너스,이노폴리스파트너스 모태자조합 제3호,,,12,,모태펀드,,,,31100000000
투자조합,한국벤처투자,한국벤처투자 모태자조합 제18호,,,12,,모태펀드,,,,5000000000
투자조합,이수창업투자,이수창업투자 모태자조합 제5호,,,12,,모태펀드,,,,16000000000
투자조합,유티씨인베스트먼트,유티씨인베스트먼트 모태자조합 제5호,,,12,,모태펀드,,,,15000000000
투자조합,케이런벤처스,케이런벤처스 모태자조합 제1호,,,12,,모태펀드,,,,17000000000
투자조합,에버그린투자파트너스,에버그린투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,15200000000
투자조합,비전에쿼티파트너스,비전에쿼티파트너스 모태자조합 제1호,,,12,,모태펀드,,,,17000000000
투자조합,케이앤투자파트너스,케이앤투자파트너스 모태자조합 제1호,,,12,,모태펀드,,,,5100000000
투자조합,제이앤티인베스트먼트,제이앤티인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,10000000000
투자조합,에스비아이인베스트먼트,에스비아이인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,70000000000
투자조합,보광인베스트먼트,보광인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,20000000000
투자조합,티지씨케이파트너스,티지씨케이파트너스 모태자조합 제2호,,,12,,모태펀드,,,,50000000000
투자조합,씨케이디창업투자,씨케이디창업투자 모태자조합 제5호,,,12,,모태펀드,,,,10000000000
투자조합,디티앤인베스트먼트,디티앤인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,11500000000
투자조합,플래티넘기술투자,플래티넘기술투자 모태자조합 제5호,,,12,,모태펀드,,,,11100000000
투자조합,미래에셋벤처투자,미래에셋벤처투자 모태자조합 제5호,,,12,,모태펀드,,,,14000000000
투자조합,캡스톤파트너스,캡스톤파트너스 모태자조합 제6호,,,12,,모태펀드,,,,32850000000
투자조합,대덕벤처파트너스,대덕벤처파트너스 모태자조합 제1호,,,12,,모태펀드,,,,18800000000
투자조합,어니스트벤처스,어니스트벤처스 모태자조합 제1호,,,12,,모태펀드,,,,18000000000
투자조합,캐피탈원,캐피탈원 모태자조합 제3호,,,12,,모태펀드,,,,14500000000
투자조합,마젤란기술투자,마젤란기술투자 모태자조합 제3호,,,12,,모태펀드,,,,15000000000
투자조합,알바트로스인베스트먼트,알바트로스인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,15000000000
투자조합,아이디벤처스,아이디벤처스 모태자조합 제4호,,,12,,모태펀드,,,,15000000000
투자조합,대성창업투자,대성창업투자 모태자조합 제12호,,,12,,모태펀드,,,,15000000000
투자조합,가이아벤처파트너스,가이아벤처파트너스 모태자조합 제1호,,,12,,모태펀드,,,,20420000000
투자조합,피앤아이인베스트먼트,피앤아이인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,20100000000
투자조합,케이앤투자파트너스,케이앤투자파트너스 모태자조합 제2호,,,12,,모태펀드,,,,10000000000
투자조합,유티씨인베스트먼트,유티씨인베스트먼트 모태자조합 제6호,,,12,,모태펀드,,,,17000000000
투자조합,컴퍼니케이파트너스,컴퍼니케이파트너스 모태자조합 제8호,,,12,,모태펀드,,,,40000000000
투자조합,한국투자파트너스,한국투자파트너스 모태자조합 제11호,,,12,,모태펀드,,,,100000000000
투자조합,미래에셋벤처투자,미래에셋벤처투자 모태자조합 제6호,,,12,,모태펀드,,,,20000000000
투자조합,삼호그린인베스트먼트,삼호그린인베스트먼트 모태자조합 제2호,,,12,,모태펀드,,,,5000000000
투자조합,에이티넘인베스트먼트,에이티넘인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,100000000000
투자조합,코나벤처파트너스,코나벤처파트너스 모태자조합 제2호,,,12,,모태펀드,,,,16000000000
투자조합,데브시스터즈벤처스,데브시스터즈벤처스 모태자조합 제1호,,,12,,모태펀드,,,,15000000000
투자조합,아이엠엠인베스트먼트,아이엠엠인베스트먼트 모태자조합 제8호,,,12,,모태펀드,,,,25300000000
투자조합,트랜스링크인베스트먼트,트랜스링크인베스트먼트 모태자조합 제1호,,,12,,모태펀드,,,,32870000000
투자조합,인터베스트,인터베스트 모태자조합 제7호,,,12,,모태펀드,,,,51460000000
투자조합,비케이인베스트먼트,비케이인베스트먼트 모태자조합 제3호,,,12,,모태펀드,,,,10000000000
투자조합,에스제이투자파트너스,에스제이투자파트너스 모태자조합 제3호,,,12,,모태펀드,,,,20000000000
